,size,Diptera (D),Coleoptera (C),Lepidoptera (L),Hemiptera (H),Ephemeroptera(E),Hymenoptera (HY),Trichoptera (T),Psocodea(PS),Plecoptera (P),Megaloptera (M),Blattodea (B),Mecoptera (ME),Neuroptera(N),Orthoptera(O),Odonata(OD),Dermaptera (DE),Non-insect (*),Unidentifiable,notes,,totals by order,,total total
Z3-2.0721.0904,G,,1,,,,,,,,,,,,,,,,,,,,,
S3-1.0723.0907,S,14,,,2,,,,,,,,,,,,,,,,,,,
S3-2.0723.0932,S,2,,,2,,,,,,,,,,,,,,,,,,,
S3-2.0723.0932,M,,,1,,,,,,,,,,,,,,,,,,,,
Z1-2.0728.0842,S,,1,,,1,,,1,,,,,,,,,,,,,,,
Z3-1.0721.0854,S,3,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0854,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0854,L,,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0721.0954,S,4,2,,,1,,,,,,,,,,,,,,,,,,
Z3-3.0721.0844,S,2,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0829,S,2,,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0929,S,5,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0721.0929,M,2,,2,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0832,S,2,1,,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0832,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0957,S,10,1,,1,,,,1,,,,,,,,,,,,,,,
Z1-1.0728.0947,S,7,5,,2,1,2,3,,,,,,,,,,,,,,,,
Z1-1.0728.0947,M,2,,,,,,1,,,,,,,,,,,,,,,,
Z1-3.0728.0952,S,7,3,,,,2,,,,,,,,,,,,,,,,,
Z1-3.0728.0952,M,1,,,1,,1,,,,,,,,,,,,,,,,,
Z1-3.0728.0952,L,,1,,,,,,,,,,,,,,,,,,,,,
Z3-1.0728.1002,S,7,4,3,4,,,,,,,,,,,,,,,,,,,
Z3-1.0728.1002,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0937,S,1,31,1,2,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0937,M,3,1,1,1,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0937,G,,,,,,,,,,2,,,,,,,,,,,,,
Z3-1.0728.0947,S,4,4,2,,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0947,M,1,,,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.1002,S,15,16,,2,,2,12,1,,,,,,,,,,,,,,,
Z1-1.0728.1002,M,1,,,1,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0952,S,9,18,1,5,,1,,,,,,,,,,,,,,,,,
Z3-3.0728.0952,M,1,,2,3,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0952,L,1,,1,,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0942,S,6,8,,2,,1,,,,,,,,,,,,,,,,,
Z3-2.0728.0942,M,,1,,,,1,,,,,,,,,,,,,,,,,
Z3-2.0728.0942,L,,,1,,,,,,,,,,,,,,,,,,,,
Z1-3.0728.0852,S,5,1,,,,2,,,,,,,,,,,,,,,,,
Z1-3.0728.0852,L,1,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0924,S,7,,,,,1,,,,,,,,,,,,,,,,,
Z3-1.0721.0924,M,,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0721.0854,S,2,,,,4,,,,,,,,,,,,,,,,,,
Z1-2.0728.0812,S,1,,,,,,,,,,,,,,,,,,,,,,
Z1-3.0728.0822,S,2,2,,,,,,,,,,,,,,,,,,,,,
Z1-3.0728.0837,S,,5,,2,2,1,,,,,,,,,,,,,,,,,
Z1-2.0728.0827,S,2,2,,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0817,S,1,1,,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0902,S,3,2,1,,13,2,,,,,,,,,,,1,,Arachnid,,,,
Z1-1.0728.0902,M,,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0902,L,,,1,,,,,,,,,,,,,,,,,,,,
Z1-2.0728.0857,S,2,3,,,,2,,,,,,,,,,,,,,,,,
Z1-2.0728.0857,M,,,,1,,,,,,,,,,,,,,,,,,,
Z3-2.0721.0834,E,,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0909,S,3,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0909,L,,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0721.0839,S,,1,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0844,S,1,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0721.0844,M,,,1,,,,,,,,,,,,,,,,,,,,
S2-2.0723.0932,S,3,,,,,,,,,,,,,,,,,,,,,,
S2-2.0723.0932,M,2,,2,,,,,,,,,,,,,,,,,,,,
S2-2.0723.0932,L,,,,,,1,,,,,,,,,,,,,,,,,
Z3-3.0728.0822,S,1,1,,1,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0822,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0927,S,2,8,,,,1,,1,,,,,,,,,,,,,,,
Z3-2.0728.0927,M,1,,,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0847,S,2,4,,1,1,1,,,,,,,,,,,,,,,,,
Z1-1.0728.0847,M,1,1,,1,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0847,L,,,2,,,,,,,,,,,,,,,,,,,,
Z1-2.0728.0942,S,6,1,,1,1,8,1,1,,,,,,,,,1,,arachnid,,,,
Z1-2.0728.0942,M,2,,,,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0852,S,8,64,,,,2,,,,,,,,,,,,,,,,,
Z3-3.0728.0852,M,,2,,,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0817,S,5,7,,,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0857,S,5,20,,1,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0857,M,,2,,,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0842,S,1,6,,1,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0842,M,,,,1,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0842,L,,1,,,,,,,,,,,,,,,,,,,,,
Z1-2.0728.0927,S,1,2,,,1,4,2,,,,,,,,,,,,,,,,
Z1-2.0728.0927,M,1,,,1,,,,,,,,,,,,,,,,,,,
Z1-2.0728.0927,L,,,1,,,,,,,,,,,,,,,,,,,,
Z2-3.0728.0822,S,,1,,1,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0812,S,,1,,,,,,1,,,,,,,,,,,,,,,
Z3-1.0728.0832,S,,,,1,,,,,,,,,,,,,,,,,,,
Z2-1.0728.0847,S,2,4,,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0932,S,,2,1,,7,1,,,,,,,,,,,,,,,,,
Z1-1.0721.0939,S,3,,,,4,,,,,,,,,,,,,,,,,,
Z1-1.0721.0939,M,1,,1,,,,1,,,,,,,,,,,,,,,,
Z3-1.0728.0847,S,2,46,,1,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0847,M,,6,1,,,,,,,,,,,,,,,,,,,,
Z1-2.0728.0957,S,7,8,2,,,4,1,,,,,,,,,,,,,,,,
Z1-2.0728.0957,M,,,,,,2,1,,,,,,,,,,,,,,,,
Z1-2.0728.0912,S,2,3,2,,,1,1,,,,,,,,,,,,,,,,
Z1-2.0728.0912,M,,1,,,,,,,,,,,,,,,,,,,,,
Z1-3.0728.0922,S,5,4,,3,,2,,,,,,,,,,,,,,,,,
Z1-3.0728.0922,M,1,1,,,,,,,,,,,,,,,,,,,,,
Z1-3.0728.0937,S,10,,,,,4,,,,,,,,,,,,,,,,,
Z3-2.0728.0912,S,4,8,,1,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0912,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-2.0728.0912,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0927,S,6,,,1,,4,,,,,,,,,,,,,,,,,
Z2-2.0728.0927,M,,1,2,,,,,,,,,,,,,,,,,,,,
Z2-1.0728.0917,S,4,2,1,4,,2,,,,,,,,,,,,,,,,,
Z2-1.0728.0917,M,,4,3,1,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0942,S,4,,1,,,2,,,,,,,,,,,,,,,,,
Z2-2.0728.0942,M,,,3,,,2,,,,,,,,,,,,,,,,,
Z2-2.0728.0942,L,,,1,,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0957,S,8,1,,1,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0957,M,1,,2,,,1,,,,,,,,,,,,,,,,,
Z3-1.0728.0932,S,9,14,,,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0932,M,,3,,,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0902,S,,38,,1,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0902,M,,12,1,,,,,,,,,,,,,,,,,,,,
Z3-1.0728.0902,L,,3,,,,,,,,,,,,,,,,,,,,,
Z1-2.0721.0904,S,8,4,,,21,,2,,,,,,,,,,,,,,,,
Z2-3.0728.0837,S,,1,,2,,3,,,,,,,,,,,,,,,,,
Z2-3.0728.0837,M,,,,,,1,,,,,,,,,,,,,,,,,
Z2-2.0728.0842,S,,,,5,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0842,M,,,1,,,1,,,,,,,,,,,,,,,,,
Z2-2.0728.0842,L,,2,1,,,1,,,,,,,,,,,,,,,,,
Z2-2.0728.0827,S,1,,,1,,1,,1,,,,,,,,,,,,,,,
Z2-3.0728.0852,S,1,1,,,,1,,,,,,,,,,,,,,,,,
Z2-3.0728.0852,M,1,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0728.0917,S,,2,1,,2,5,,,,,,,,,,,,,,,,,
Z1-1.0728.0917,M,,,,,,,1,,,,,,,,,,,,,,,,
Z1-1.0728.0917,L,1,,,,,1,,,,,,,,,,,,,,,,,
Z1-3.0728.0907,S,3,2,,2,,2,,,,,,,,,,,,,,,,,
Z1-3.0728.0907,M,,1,,,,1,,,,,,,,,,,,,,,,,
Z2-3.0728.0937,S,11,1,1,4,,3,,,,,,,,,,,,,,,,,
Z2-3.0728.0937,M,,2,2,1,,,,,,,,,,,,,,,,,,,
Z2-3.0728.0952,S,9,,,,,2,,,,,,,,,,,,,,,,,
Z2-3.0728.0952,M,,,,,,2,,,,,,,,,,,,,,,,,
Z2-1.0728.0817,M,,1,,,,,,,,,,,,,,,,,,,,,
Z1-3.0721.0929,S,19,7,,,1,1,1,,,,,,,,,,,,,,,,
Z1-3.0721.0929,M,,,1,,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0807,E,,,,,,,,,,,,,,,,,,,,,,,
Z1-2.0721.0934,S,11,5,,1,20,,1,,,,,,,,,,,,,,,,
Z1-2.0721.0934,M,,,,,,,4,,,,,,,,,,,,,,,,
Z2-3.0728.0922,S,2,,,,,3,,,,,,,,,,,,,,,,,
Z2-3.0728.0922,M,1,1,1,,,,,,,,,,,,,,,,,,,,
Z2-1.0728.0902,S,1,,,2,,,,,,,,,,,,,,,,,,,
Z2-1.0728.0902,M,,1,,,,1,,,,,,,,,,,,,,,,,
Z2-1.0728.0902,G,,,,,,,,,,,,,1,,,,,,,,,,
Z2-1.0728.0932,S,1,3,,2,,1,,,1,,,,,,,,,,,,,,
Z2-1.0728.0932,M,1,3,,2,1,,,,,,,,,,,,,,,,,,
Z2-1.0728.0932,L,,,1,,,,,,,,,,1,,,,,,,,,,
Z3-2.0728.0827,S,,1,,,,,,,,,,,,,,,,,,,,,
Z2-1.0721.0839,S,2,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0721.1009,S,5,,,,,1,1,,,,,,,,,,,,,,,,
Z1-1.0721.1009,M,,,,,,,1,,,,,,,,,,,,,,,,
Z1-2.0721.0849,S,4,,,1,4,,,,,,,,,,,,,,,,,,
Z1-2.0721.0849,M,,,,,1,,,,,,,,,,,,,,,,,,
Z2-1.0721.0854,S,4,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0907,S,3,84,,2,,1,,,,,,,,,,,,,swarm,,,,
Z3-3.0728.0907,M,,5,1,,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0907,G,,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0728.0922,S,3,62,,1,1,1,,,,,,,,,,,,,swarm,,,,
Z3-3.0728.0922,M,,4,,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0837,S,1,,,2,,,,,,,,,,,,,,,,,,,
S2-3.0723.0927,S,,3,,,,1,,,,,,,,,,,,,,,,,
S2-3.0723.0927,M,,1,,,,1,,,,,,,,,,,,,,,,,
S2-3.0723.0927,L,,,1,,,,,,,,,,,,,,,,,,,,
S2-3.0723.0827,S,1,,,1,,,,,,,,,,,,,,,,,,,
S2-3.0723.0912,S,2,,,,,,,,,,,,,,,,,,,,,,
S2-3.0723.0857,S,5,1,,,1,,1,,,,,,,,,,,,,,,,
S2-1.0723.0907,S,3,3,,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0907,M,,,1,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0907,L,,,2,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0822,S,1,,,1,,,,,,,,,,,,,,,,,,,
S2-2.0723.0847,L,,,1,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0852,S,3,,,1,,,,,,,,,,,,,,,,,,,
S2-2.0723.0947,S,4,,,,1,1,,,,,,,,,,,,,,,,,
S2-2.0723.0947,M,,1,1,,,,,,,,,,,,,,,,,,,,
S2-2.0723.0947,G,,1,,,,,,,,,,,,,,,,,,,,,
S2-3.0723.0812,S,,1,,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0922,S,4,2,,,,,,,,,,,,,,,,,,,,,
Z2-1.0728.0832,S,,3,1,5,,,,,,,,,,,,,,,,,,,
Z2-1.0728.0832,M,2,1,,,,1,1,,,,,,,,,,,,,,,,
Z2-1.0728.0832,L,,,2,,,,,,,,,,,,,,,,,,,,
Z2-1.0728.0947,S,5,1,,1,,1,1,,,,,,,,,,,,,,,,
Z2-1.0728.0947,M,,,1,,,,1,,,,,,,,,,,,,,,,
S2-2.0723.0817,L,,1,,,,,,,,,,,,,,,,,,,,,
S2-2.0723.0902,S,11,2,,,,1,,,,,,,,,,,,,,,,,
S2-2.0723.0902,M,,2,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0954,S,11,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0954,M,2,,,,,,,,,,,,,,,,,,,,,,
Z3-1.0721.0954,L,,,1,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0902,S,24,1,,1,,,,,,,,,,,,,,,,,,,
S1-2.0723.0902,M,,3,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0902,L,,1,,,,,,,,,,,,,,,,,,,,,
S1-2.0723.0902,G,,1,,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0947,S,5,,,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0947,M,1,,2,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0957,S,5,,,1,1,,,,,,,,,,,,,,,,,,
S3-3.0723.0957,M,2,,1,,,,,,,,,,,,,,,,,,,,
S2-1.0723.0952,S,22,1,,,,1,,,,,,,,,,,,,,,,,
S2-1.0723.0952,M,,1,,,,,,,,,,,,,,,,,,,,,
S1-3.0723.0957,S,9,1,,1,,1,,,,,,,,,,,,,,,,,
S1-3.0723.0957,M,1,,1,,,,,,,,,,,,,,,,,,,,
S3-3.0723.0912,S,4,,,2,,,,,,,,,,,,,,,,,,,
S3-3.0723.0912,M,,1,1,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0917,S,14,,,,1,,,,,,,,,,,,1,,,,,,
S3-2.0723.0917,M,2,1,,,,,,,,,,,,,,,,,,,,,
S3-2.0723.0917,G,,,,,,,,,,,,,,,1,,,,,,,,
Z3-3.0728.0837,S,3,17,,1,,,,,1,,,,,,,,,,,,,,
Z3-3.0728.0837,M,1,1,,,,,,,,,,,,,,,,,,,,,
Z2-3.0728.0907,S,,,,2,,3,,,,,,,,,,,,,,,,,
Z2-3.0728.0907,M,1,1,1,,,1,,,1,,,,,,,,,,,,,,
Z2-3.0728.0907,L,,,1,,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0912,S,4,2,,,,2,,,,,,,,,,,,,,,,,
Z2-2.0728.0912,M,,,1,1,,1,,,,,,,,,,,,,,,,,
Z2-2.0728.0912,L,,1,,,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0912,G,,,,,,,,,,,,,1,,,,,,,,,,
Z2-1.0728.1002,S,2,,,1,,,,,,,,,,,,,,,,,,,
Z2-3.0728.0807,S,1,,,,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0857,S,2,2,,2,,,,,,,,,,,,,,,,,,,
Z2-2.0728.0857,M,,1,2,,,,,,,,,,,1,,,,,,,,,
Z2-2.0728.0857,L,,1,,,,,,,,,,,,,,,,,,,,,
S3-2.0730.0825,S,3,,,,,,,,,,,,,,,,,,,,,,
S3-2.0730.0825,L,,1,,,,,,,,,,,,,,,,,,,,,
S3-2.0730.0955,S,7,2,,23,,,,,,,,,,,,,,,,,,,
S3-2.0730.0955,M,2,1,4,1,,,,,,,,,,,,,,,,,,,
S3-2.0730.0955,L,,,2,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0905,S,9,2,1,6,,,,,,,,,,,,,,,,,,,
S3-3.0730.0905,M,,1,1,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0905,L,,,1,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0835,S,2,3,,1,,,,,,,,,,,,,,,,,,,
S3-3.0730.0950,S,14,2,,7,,2,,,,,,,,,,,,,,,,,
S3-3.0730.0950,M,,1,,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0950,L,,1,,,,,,,,,,,,,,,,,,,,,
Z1-2.0721.0949,S,90,14,,,7,,,,,,,,,,,,,,,,,,
Z1-2.0721.0949,M,3,,,,,,,,,,,,,,,,,,,,,,
Z1-2.0721.0819,S,1,,,,,,,,,,,,,,,,,,,,,,
Z3-2.0721.0812,E,,,,,,,,,,,,,,,,,,,,,,,
Z1-3.0721.0844,S,94,7,,,3,,,,,,,,,,,,,,,,,,
Z1-3.0721.0844,M,1,,,,,,,,,,,,,,,,,,,,,,
Z1-1.0721.0824,S,1,,,,,,,,,,,,,,,,,,,,,,
S3-2.0730.0810,S,,,1,,,,,,,,,,,,,,,,,,,,
S1-3.0730.0805,E,,,,,,,,,,,,,,,,,,,,,,,
S2-2.0730.0955,S,80,4,28,1,,5,1,,,,,,,,,,,,,,,,
S2-2.0730.0955,M,,1,,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0805,E,,,,,,,,,,,,,,,,,,,,,,,
S3-2.0730.0940,S,10,1,1,1,5,1,1,,,,,,,,,,,,,,,,
S3-2.0730.0940,M,,1,3,4,,,,,,,,,,,,,,,,,,,
S3-2.0730.0940,L,,,1,,,,,,,,,,,,,,,,,,,,
S1-3.0730.0935,S,12,1,5,2,,,,,,,,,,,,,,,,,,,
S1-3.0730.0935,M,1,,1,,,1,,,,,,,,,,,,,,,,,
S3-2.0730.0855,S,1,1,,16,8,1,,,,,,,,,,,,,,,,,
S3-2.0730.0855,M,1,,1,,,,,,,,,,,1,,,,,,,,,
S3-2.0730.0855,L,,,1,,,,,,,,,,,,,,,,,,,,
S1-2.0730.0810,S,1,,,1,,,,,,,,,,,,,,,,,,,
S1-1.0730.0900,S,14,7,,,,,,1,,,,,,,,,,,,,,,
S3-3.0730.0820,S,1,,,,,,,,,,,,,,,,,,,,,,
S2-3.0730.0950,S,140,7,15,2,,,,,,,,,,,,,,,,,,,
S2-3.0730.0950,M,1,,1,1,,,,,,,,,,,,,,,,,,,
S2-3.0730.0950,L,,,1,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0850,S,3,7,,6,,,,,,,,,,,,,,,,,,,
S1-1.0730.1000,S,20,2,,,,2,,,,,,,,,,,,,,,,,
S1-1.0730.1000,M,2,1,,,,2,,,,,,,,,,,,,,,,,
S2-3.0730.0935,S,74,4,12,1,,1,,,,,,,,,,,,,,,,,
S2-3.0730.0935,M,2,2,3,1,,1,,,,,,,,,,,,,,,,,
S2-3.0730.0935,L,1,,,,,,,,,,,1,,,,,,,,,,,
S2-3.0730.0835,S,31,2,1,3,,3,,,,,,,,,,,,,,,,,
S2-3.0730.0835,M,,,,,,1,,,,,,,,,,,,,,,,,
S2-2.0730.0855,S,217,14,7,4,,1,,,,,,,,,,,,,,,,,
S2-2.0730.0855,M,,3,1,,,3,,,,,,,,,,,,,,,,,
S2-2.0730.0855,L,1,,,,,,,,,,,,,,,,,,,,,,
S2-2.0730.0925,S,152,8,7,6,,2,,,,,,,,,,,,,,,,,
S2-2.0730.0925,M,4,2,,2,,2,,,,,,,,,,,,,,,,,
S2-2.0730.0925,L,1,,1,,,,,,,,,,,,,,,,,,,,
S2-2.0730.0940,S,101,4,11,2,,2,,,,,,,,,,,,,,,,,
S2-2.0730.0940,M,1,1,1,,,,1,,,,,,,,,,,,,,,,
S2-1.0730.1000,S,17,2,5,1,,2,,,,,,,,,,,,,,,,,
S2-1.0730.1000,M,1,2,2,4,,,,,,,,,,,,,,,,,,,
S2-1.0730.1000,L,,,2,,,,1,,,,,,,,,,,,,,,,
S3-2.0730.0910,S,6,6,1,31,7,3,,,,,,,,,,,,,,,,,
S3-2.0730.0910,M,2,1,1,1,,,,,,,,,,,,,,,,,,,
S3-2.0730.0925,S,10,2,,25,5,,,,,,,,,,,,,,,,,,
S3-2.0730.0925,M,1,2,,,,,,,,,,,,,,,,,,,,,
S1-1.0730.0915,S,16,9,2,,,1,,,,,,,,,,,,,,,,,
S1-1.0730.0915,M,1,,2,,,,,,,,,,,,,,,,,,,,
S1-3.0730.0820,S,,,,2,,,,,,,,,,,,,,,,,,,
S1-3.0730.0820,M,1,1,,,,,,,,,,,,,,,,,,,,,
S1-1.0730.0830,S,3,7,1,,,,,,,,,,,,,,1,,arachnid,,,,
S1-1.0730.0830,M,2,1,,,,1,,,,,,,,,,,,,,,,,
S1-1.0730.0815,S,2,1,,2,,3,,,,,,,,,,,,,,,,,
S1-3.0730.0850,S,2,,,1,,,,,,,,,,,,,,,,,,,
S1-3.0730.0850,L,,1,,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0920,S,6,3,,8,,,,,,,,,,,,,,,,,,,
S3-3.0730.0920,M,,,2,,,,,,,,,,,1,,,,,,,,,
S3-3.0730.0935,S,5,2,,2,1,,,,,,,,,,,,1,,arachnid,,,,
S3-3.0730.0935,M,,,1,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0935,L,,1,,,,,,,,,,,,,,,,,,,,,
S3-3.0730.0935,G,,,1,,,,,,,,,,,,,,,,,,,,
S3-2.0730.0840,S,2,,,9,,,,,,,,,,,,,,,,,,,
S3-2.0730.0840,M,,1,,,,,,,,,,,,,,,,,,,,,
Z1-3.0804.0829,S,1,2,,2,,,,,,,,,,,,,,,,,,,
Z1-3.0804.0829,M,,1,,,,,,,,,,,,,,,,,,,,,
Z1-3.0804.0829,L,,1,,,,,,,,,,,,,,,,,,,,,
Z1-2.0804.0834,S,1,,,,,,,,,,,,,,,,,,,,,,
Z3-2.0804.0919,S,3,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0804.0944,S,3,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0804.0944,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-1.0804.0924,S,2,4,1,,,,,,,,,,,,,,,,,,,,
Z3-1.0804.0924,M,,1,,,,1,,,,,,,,,,,,,,,,,
Z3-1.0804.0924,L,,3,,,,,,,,,,,,,,,,,,,,,
Z1-2.0804.0919,S,,2,,,,,,,,,,,,,,,,,,,,,
Z1-3.0804.0914,S,1,5,,,1,1,,,,,,,,,,,,,,,,,
Z1-3.0804.0914,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-2.0804.0849,S,,3,,,,,,,,,,,,,,,,,,,,,
Z3-2.0804.0849,M,,3,,,,,,,,,,,,,,,,,,,,,
Z3-1.0804.0909,S,5,2,1,,,,,,,,,,,,,,,,,,,,
Z3-2.0804.0934,S,4,1,,2,,,,,,,,,,,,,,,,,,,
Z3-2.0804.0934,M,1,,,,,,,,,,,,,,,,,,,,,,
Z3-3.0804.0829,S,15,,,,,,,,,,,,,,,,,,,,,,
Z3-3.0804.0829,M,,9,,,,,,,,,,,,,,,,,,,,,
Z1-2.0804.0934,S,2,2,,,,,,,,,,,,,,,,,,,,,
Z1-2.0804.0934,M,1,,,1,,,,,,,,,,,,,,,,,,,
Z1-3.0804.0929,S,3,,,,,,,,,,,,,,,,,,,,,,
Z1-3.0804.0929,M,,1,,,,,,,,,,,,,,,,,,,,,
Z3-3.0804.0929,S,1,3,,,,,,,,,,,,,,,,,,,,,
Z3-3.0804.0929,M,,,1,,,,,,,,,,,,,,,,,,,,
Z1-1.0804.0924,S,4,,,1,,,1,,,,,,,,,,,,,,,,
Z1-1.0804.0924,M,1,,,,,,,,,,,,,,,,,,,,,,
Z1-1.0804.0909,S,2,2,,,1,,,,,,,,,,,,,,,,,,
Z2-3.0804.0914,S,1,,,,1,,,,,,,,,,,,,,,,,,
Z2-3.0804.0914,M,,1,,,,,,,,,,,,,,,,,,,,,
Z2-1.0804.0809,S,1,,,,,,,,,,,,,,,,,,,,,,
Z2-2.0804.0919,M,,,,,,1,,,,,,,,,,,,,,,,,
Z2-2.0804.0904,S,2,2,,,,,,,,,,,,,,,,,,,,,
Z2-2.0804.0819,E,,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0804.0829,S,,1,,1,,1,,,,,,,,,,,,,,,,,
Z2-3.0804.0829,M,,1,2,,,,,,,,,,,,,,,,,,,,
Z2-3.0804.0844,S,1,2,,,,,,,,,,,,,,,,,,,,,
Z2-3.0804.0844,L,,,1,,,,,,,,,,,,,,,,,,,,
Z2-3.0804.0929,M,1,,,,,,,,,,,,,,,,,,,,,,
Z2-3.0804.0929,L,1,,,,,,,,,,,,,,,,,,,,,,
Z2-2.0804.0934,S,2,,,,,,,,,,,,,,,,,,,,,,
Z2-2.0804.0934,M,,,1,,,,,,,,,,,,,,,,,,,,
Z2-1.0804.0854,M,,,,,1,,,,,,,,,,,,,,,,,,
Z2-1.0804.0854,L,,,1,,,,,,,,,,,,,,,,,,,,
Z2-3.0804.0859,S,,2,,,,,,,,,,,,,,,,,,,,,
Z2-3.0804.0814,E,,,,,,,,,,,,,,,,,,,,,,,
S2-2.0730.0840,S,84,14,1,2,,3,,,,,,,,,,,,,,,,,
S2-2.0730.0840,M,,1,,,,,,,,,,,,,,,,,,,,,
S2-2.0730.0840,L,1,,,,,,,,,,,,,,,,,,,,,,
S1-2.0806.0817,M,,1,,,,,,,,,,,,,,,,,,,,,
S2-1.0730.0945,S,12,8,4,2,,,,,,,,,,,,,,,,,,,
S2-1.0730.0945,M,3,2,1,4,,,,,,,,,,,,,,,,,,,
S2-1.0730.0945,L,1,1,,,,,1,,,,,,,,,,,,,,,,
S2-3.0730.0905,S,78,8,12,3,,6,,,,,,,,,,,,,,,,,
S2-3.0730.0905,M,,3,2,,,1,,,,,,,,,,,,,,,,,
S2-3.0730.0905,L,,,1,,,,,,,,,,,,,,,,,,,,
S1-1.0806.0837,S,1,2,,,,,,,,,,,,,,,,,,,,,
S1-1.0806.0837,M,,,,2,,,,,,,,,,,,,,,,,,,
